url,type
https://applink.robinhoodapp.hotelema.rs/login?c_ds_na=s2jBDB4JvtbCiOBGTYdAcyXybEoTNpkrbitPnM2HLh&c_ds_no=text%2Fhtml%2Capplication%2Fxhtml%2Bxml%2Capplication%2Fxml%3Bq%3D0.9%2Cimage%2Favif%2Cimage%2Fwebp%2Cimage%2Fapng%2C%2A%2F%2A%3Bq%3D0.8%2Capplication%2Fsigned-exchange%3Bv%3Db3%3Bq%3D0.7,bad
https://compratusoatsura.wixsite.com/digital/,bad
http://novobancoempresas.live/,bad
https://azure-page-159199.framer.app/,bad
https://wommso.sbs/HOX1L,bad
https://attaccount.makeweb.co/,bad
https://i19bct-aq.myshopify.com/discount/EAQTMNXJ,bad
https://www.bluffsidemedia.com/att?hxxps://i19bct-aq.myshopify.com/discount/EAQTMNXJ,bad
https://miseajour-twintch.com/,bad
https://www.miseajour-twintch.com/,bad
https://allegrolokalnie.pl-oferta58094732.cfd/,bad
https://vhostpro.com/wp-admin/network/.wp-htaccess/cgi-ent/,bad
https://novo-bancopt.cloud,bad
https://genaktiver-abonnement.com/,bad
https://genaktiver-abonnement.com/captcha,bad
https://novo-bancopt.com,bad
https://reprog-mondialrelay.net/,bad
https://reprog-mondialrelay.net/as.php,bad
https://eszhoy.tivax.cfd/ssmnunowtz,bad
http://novobanco-pt.cloud/,bad
http://ptnovobanco.cc/,bad
http://ptnovobanco.cloud/,bad
http://ptnovobanco.com/,bad
http://pt-novobanco.fun/,bad
http://pt-novobanco.cc/,bad
https://bncomonte.sbs/,bad
https://allegrolokalnie.pl-oferta73901248.cfd/,bad
https://allegro-lokalnie.pl-oferta597546.icu/oferta/nowy-zestaw-lego-75192-star-wars-sok%C3%B3%C5%82-millennium-3b978509,bad
https://fornyelse-konto.com/,bad
https://fornyelse-konto.com/index.php,bad
https://safoahjord.wixstudio.com/safohjo,bad
http://revamp-alphafi.netlify.app,bad
https://revamp-alphafi.netlify.app/,bad
http://phantamullatex.gitbook.io,bad
https://phantamullatex.gitbook.io/login/,bad
https://transiteupdate.com/,bad
https://www.transiteupdate.com/,bad
https://velasrecargas.com/pru/,bad
https://nvidiaevent.com/,bad
https://bradescosaude.vip.contatoplus.com.br/,bad
https://sites.google.com/view/upgradekonto-f9f9b6/home,bad
https://app.service.bistro-grossartig.at/aruba-costume/3nz0/inc/AreaUtenti_Lang.php?servizio=TW96aWxsYS81LjAgKExpbnV4OyBBbmRyb2lkIDEwOyBLKSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTMyLjAuMC4wIE1vYmlsZSBTYWZhcmkvNTM3LjM2NzkuOTguNDMuMjYyMDI1Ok9jdDpUdWU=,bad
https://www-paypay-bank.gdchenda.top/elkyqxaj/,bad
https://www-paypay-bank.jyhaoyi.top/elkyqxaj/,bad
https://vovbgo.duckdns.org,bad
https://www-paypay-bank.fengcdz.top/elkyqxaj/,bad
https://brds22-6ewmr7mcvq-rj.a.run.app/,bad
https://conviteblackclubcenturion.com/,bad
https://fidelidade.pontosebeneficios.biz.ua/classic/html/?cliente=bWlndWVsbWdsQHVvbC5jb20uYnI=&amp;key=29dea2cacd927a9c3b30e2f027fd0564&amp;,bad
https://clientedispositivo.digital,bad
https://smbcmark.com,bad
https://app.biacampanharesgate.sa.com,bad
https://app.biavantagem.sa.com,bad
https://transitecenter.com/,bad
https://www.transitecenter.com/,bad
https://gomezhomeservicesca.com/i/?c3Y9Z2VuZXJhbCZyPUdtJnVpZD1VU0VSMTYxMDIwMjVVNTUxMDE2NTgmcz11ag==N0123Nx@x.com,bad
https://gr.kiuwffx4.sa.com/indexp.php,bad
https://docs.google.com/presentation/d/e/2PACX-1vQ9zbs4rg6HxQz2ChgUhzCobvINtI8bgu7DVUEk2FU2UA1mof-a0mkxy0TcFl-mVwDgL2fVJ6fkTMv-/pub,bad
https://docs.google.com/presentation/d/e/2PACX-1vQ9zbs4rg6HxQz2ChgUhzCobvINtI8bgu7DVUEk2FU2UA1mof-a0mkxy0TcFl-mVwDgL2fVJ6fkTMv-/pub?start=false&amp;loop=false&amp;delayms=3000,bad
https://docs.google.com/presentation/d/e/2PACX-1vRvU-EkdNREGfBrBakwc0F5-aFDerhktB4U-GCFgy2KfVrOgfDG1z-oBnaRmDlcftrg79EYFM0D3vsW/pub,bad
https://swap-pancake.github.io/en-es/,bad
http://pwomawlg.bambus-live.de/?id=manoirsaintjoseph.fr,bad
http://b06dc234.brotkunst-dreschflegel.de/?90667&id=manoirsaintjoseph.fr,bad
https://allegrolokalnie.pl-oferta859153.cfd,bad
https://caixadirecta-relatar.com,bad
https://gr.kiuwffx4.sa.com/,bad
https://myjuno-login.framer.website/home-2,bad
https://ipfs.io/ipfs/bafkreiem2stwl5uqhb7ohcx4o3peudjhpob3awf42srobpw5phdnxatjwe,bad
https://myjuno-login.framer.website/,bad
https://markethink.shop/?sub5=32890&source_id=20611&encoded_value=223GDT1&sub1=b8863860273e4c9aa7fffa710fbe7472&sub2=&sub3=&sub4=&sub5=32890&source_id=20611&domain=www.fivesweb.com&ip=2600%3A1000%3Ab05d%3A774a%3Afce1%3A4447%3A6b54%3Ae043,bad
https://markethink.shop/?sub5=32890&source_id=20611&encoded_value=223GDT1&sub1=02f5648f8e664f26a50e0b108eda50f3&sub2=&sub3=&sub4=&sub5=32890&source_id=20611&domain=www.fivesweb.com&ip=2600%3A387%3Af%3A6313%3A%3A6,bad
https://jolly-people-181366.framer.app/,bad
https://enthusiastic-impact-434193.framer.app/,bad
https://netzero7876888.framer.website/,bad
https://eng-coinbasepro-us.typedream.app/,bad
https://io-trezr-login-us.typedream.app/,bad
https://drbear07.wixstudio.com/hfdyaho,bad
https://m-bbsports.com/,bad
https://m-bbsports.com/sso/login,bad
https://m-bbsports.com/W-8BEN.html,bad
https://shorturl.at/EhSp9,bad
https://mez.ink/bellmtspaymentdue78383,bad
https://smbcinch.com,bad
https://smbclovk.com,bad
https://smbcdoma.com,bad
https://snnbc.aurth.live/login/?utm_term=vpass,bad
https://www.smbs.verify.co.jp.index.qwe660.help/ja/,bad
https://www.smbs.verify.co.jp.index.004rfv.help/ja/,bad
https://www.smbs.verify.co.jp.index.18sdf.help/ja/,bad
https://ionosio-ishaka.pp.ua/,bad
https://getsab.in/wp-includes/js/tinymce/v1/,bad
http://track.smtpsendemail.com/9169632/c?p=TD2ItSg2NhXxlhxaIBemhXd0KhKlinXZcDSV0FlJyGHP1ZVu4hYtdEmhGC3XjXytrzP5jzMeULcA0l4INUVgkQWfd3Vcr5dAAQOL7Vho3XTGhCtmrlXhKST_rk1ZF6QYRXux5uCggDoo8pN9JBpStYDEKxcdkwIR0KEq7uvbV8fG_dr4nqHjNHkAvOGciWw3w8QigD1QN549ILR69dm8NQ==,bad
https://docs.google.com/presentation/d/e/2PACX-1vT4EvbYM1JeSlKIcn2b0ZHeGowOEe1CdSeuEB39M9pLFzKH59krb5m3VfYdMAbgbcBTkhUHRlxPkwCK/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,bad
https://docs.google.com/presentation/d/e/2PACX-1vR4dPGcpHM2lhk3E3q32qs40m_39Cm9aXT_gWfKzUEHr1IPdKbqmwCLOUSXeEEqFbngPeictmytCdOg/pub?start=false&amp;loop=false&amp;delayms=3000,bad
https://my-site-103067-108901.weeblysite.com/,bad
https://docs.google.com/presentation/d/e/2PACX-1vQLIf0l9DspN5slw7mdUIC0jT37lz2zwXVy3umptxpl4riJksMIY2f-K43_KgvtNsUZ_6zrM7aDP5AR/pub?start=false&amp;loop=false&amp;delayms=3000,bad
https://nanni504.wixstudio.com/yuhh7,bad
https://docs.google.com/presentation/d/e/2PACX-1vQLIf0l9DspN5slw7mdUIC0jT37lz2zwXVy3umptxpl4riJksMIY2f-K43_KgvtNsUZ_6zrM7aDP5AR/pub,bad
https://dpd-ptrcu.cfd/pt,bad
https://getsab.in/wp-includes/js/tinymce/v1/card.php,bad
https://getsab.in/wp-includes/js/tinymce/v1/warning.php,bad
https://getsab.in/wp-includes/js/tinymce/v1/index.php,bad
https://bizhub-app.pp.ua/,bad
https://syncsetting.xyz/wallets/index.html,bad
http://www.sfr.sa.com/,bad
http://sfr.sa.com/,bad
https://t.co/kFQOngxn2u,bad
https://2fm1z0.share-eu1.hsforms.com/2zmFIIuFaQOuYtcaquDSMew,bad
https://hq-cpanel-uptime-upgrade-hnrv61j7if.edgeone.app/webmail.html,bad
https://us3.campaign-archive.com/?u=cfdb83afb13e95c4f93fe6899&id=4591a42e28,bad
https://us16.campaign-archive.com/?u=b3352632b7724274c3c7e06c9&id=e9c4ed37ec,bad
https://us17.campaign-archive.com/?u=578680e15b33af33611c9c731&id=fb3099f114,bad
https://us6.campaign-archive.com/?u=97adcc95bbc34aef4f3aa150c&id=934d646bd1,bad
https://btbroadband-team2.glide.page/dl/5784cc,bad
https://btbroadband-wweb.glide.page/dl/ceb459,bad
https://portfolio-ebgrgas.format.com/,bad
http://hostariasantalucia.it/wp-content/HJuKSAf2Jy867G23e2I3Cm3rpxlSkAa9/?id=a87d61b1fa805908a6746526166e5b30&email=danban1@btinternet.com&mailer=klub,bad
http://hostariasantalucia.it/wp-content/HJuKSAf2Jy867G23e2I3Cm3rpxlSkAa9/?,bad
https://app.simplified.com/preview/3f37710b-a719-4170-abb7-fb61f7d7e50e,bad
https://prezo.ai/public/new-prezo--6b97b5d7-ac8f-440d-907f-932d50e6c43a,bad
https://prezo.ai/public/new-prezo--073fa00e-3cf9-49b7-8f99-9dec8155ec76,bad
https://cxopepkb.tivax.cfd/gzpejxe,bad
https://cardwsupdate.com/,bad
https://www.cardwsupdate.com/,bad
https://owa-gzev-de.weebly.com/,bad
https://round-shape-2ac1.eastmallmanagementltd.workers.dev/norton,bad
https://kreateyourlife.com.au/wp-xmlrpc/file/email.php?email=example@example.com,bad
http://netflix-jp.cc,bad
http://nicktrenton.com/wp-content/plugins/updraftplus/vendor/guzzle/guzzle/src/Guzzle/Http/Curl/ValidateData/viewer-ms-do/email-plugin-read/aW9ub3Nlcw**/attach-viewer-main/ZnJvbnRkZXNrQGNhc2FlbnRyZWRvc2FndWFzLmVz,bad
https://fresholisa.blob.core.windows.net/fresolisaaaa/olisageneralsss.html#example@example.com,bad
https://smbcregi.com,bad
https://v-vpass-jp.jtohp.cn,bad
https://vpass-jp.soixb.cn,bad
https://www3-vpass.ldkls.cn,bad
https://vpass-jp.zkqmm.cn,bad
https://v-vpass-jp.dtlxi.cn,bad
https://www.smbs.verify.co.jp.index.007ikm.help/ja/,bad
https://www.smbs.verify.co.jp.index.007ikm.help/ja,bad
https://smbcmei.com,bad
https://maileraccesss.weebly.com/,bad
https://ipfs.io/ipfs/bafkreig5od2rtbhth3e7b7pcvhaw374air6s6vvkwasdr2j5o5oopwxsyu#tips@fbi.gov,bad
http://asterdex-v2.com/,bad
https://elite-dealers.com/htmlpurifier/extras/FSTools/mk.htm,bad
https://www.en-trezo-start.com/,bad
http://en-trezo-start.com/,bad
https://vinor.cfd/jp/,bad
http://fj84xmu7z.duckdns.org/,bad
https://msawz.youzew.cfd/y1.html,bad
https://vpass-jp.gxgnr.cn/?transid=BtfYWlrbku4rDTwOoFMxh1Bn,bad
https://v-vpass-jp.asbgx.cn/?transid=6rJjVm4v8khXTmIjCsQcP4DO,bad
https://www3-vpass-jp.vikji.cn/?gift=YdorviUy530GEd6ImtLAr4v2,bad
https://mmojop.dnexor.cfd/cstud,bad
https://zxfibrhzvf.azulon.cfd/htjbzr,bad
https://feluma.cfd/11140,bad
https://ggldfw.azulon.cfd/rdtxw,bad
https://zuvors.cfd/jp/,bad
https://www3-vpass-jp.nfuqj.cn/?reward=jhTpzIBJjqGaAHRbwUyISBYY,bad
https://www3-vpass.zuhzz.cn/?convert=oLwhNzr9HOZJ0lTDudLVLYrW,bad
https://vpass-jp.exvyn.cn/?convert=yvNUJVISMNJ7lTly2NU84prF,bad
https://wordpress-1539965-5949616.cloudwaysapps.com/older/auth/log.php,bad
https://wordpress-1539965-5949616.cloudwaysapps.com/older/,bad
https://flowcode.com/p/eNem3LSAYa?fc=0,bad
https://flowto.it/eNem3LSAYa?fc=0,bad
https://wwwerzaqs4209316738811244550.blogspot.com/?m=1,bad
https://wwwerzaqs4209316738811244550.blogspot.com/,bad
https://tr.ee/tYG7Jn,bad
https://tr.ee/jklE5k,bad
https://tlxvx-52215.portmap.io:52215/591869d5361761629684nb/01/?x=,bad
https://tr.ee/UMr0Sm,bad
https://ctwbhiqao.daxila.cfd/unywmspryx,bad
https://dywqlskkax.rupen.cfd/gtuuxscl,bad
https://kexfjgijg.daxila.cfd/msvdbpmu,bad
https://jbwzmt.kevuns.cfd/ejmxm,bad
https://vpass-jp.lldad.cn/?transid=CBA8fiiAPRhy39hw1jGp8f4M,bad
https://vpass-jp.yalix.cn/?convert=bf5UVZk6TCDUj4ufY40pV2at,bad
https://v-vpass-jp.exqaq.cn/?transid=NQTuDnEyQqWs2d1OfeWsPw8B,bad
https://v-vpass-jp.hkhci.cn/?reward=n8A2INrQC0TXmkCnmmsdZROR,bad
https://v-vpass-jp.lldad.cn/?transid=LyWhM9JBRfE7RLmKoHujjmdz,bad
https://v-vpass-jp.oslni.cn/?gift=a2yR8HyAZcTBVyyfrpKi86Tf,bad
https://v-vpass-jp.vrgyv.cn/?transid=nkTzMClfT6BIs1ArlK87gl8r,bad
https://www3-vpass.pacoa.cn/?convert=uIovtdtePGWQKNMjZXxTL8nP,bad
https://www3-vpass.qinmp.cn/?convert=aBHl3S1CeW0EYrwLTj3i55ce,bad
https://www3-vpass-jp.akhcs.cn/?transid=gDnOSF8d1a9TB38u1loR1aZG,bad
https://www3-vpass-jp.akhcs.cn/?transid=xzxG0qnSLTaL2jVH9roPtVS2,bad
https://www3-vpass-jp.dbilm.cn/?transid=LEiwlo8ylpOgj6FW3ZzSH8nJ,bad
https://www3-vpass-jp.fxiyy.cn/?reward=VeZo6e7EFkvd0Hx4arSAvg41,bad
https://www3-vpass-jp.jtohp.cn/?transid=SUzcrYSaXtI1Jr4PBBH8RVay,bad
https://warmthdecisivelodge.yh6377.com,bad
https://lupix.cfd/jp/,bad
https://sckpvoo.top/jp/,bad
https://smbcmy.com,bad
https://www.smbs.verify.co.jp.index.006yhn.help/ja/,bad
https://www.smbs.verify.co.jp.index.006yhn.help/ja,bad
https://hebleyfreitas.com.br/membership/sso.login/login2.php,bad
https://allegro.pl-oferta75962103.cfd/,bad
http://allegrolokalnie.pl-oferta92848.top/,bad
http://nf5hhu.duckdns.org/,bad
http://4idj26afo.duckdns.org/,bad
http://ravex.cfd/jp/,bad
https://sea-turtle-app-pkz2d.ondigitalocean.app,bad
https://dolphin-app-rr4c4.ondigitalocean.app,bad
https://seahorse-app-cy3ab.ondigitalocean.app/,bad
https://walrus-app-377rr.ondigitalocean.app,bad
https://ipfs.io/ipfs/bafkreiccazt27t47nr5q77r6kuoewym4ihjyvtryorlnyazkvvmg6ebm6m,bad
https://trezor-io-start-start-us.typedream.app/,bad
https://qqj.xkn.mybluehost.me/eng/,bad
https://infodigitalemaintenance.firebaseapp.com/,bad
https://f005.backblazeb2.com/file/jethlog/atAT.html,bad
https://serviceverf.wixsite.com/orangeservice/,bad
https://serviceverf.wixsite.com/orangeservice,bad
https://login-hotmail-365-online6c3tej7g2f.netlify.app/,bad
https://www-sbisec-co-jp.cnaot.com/ETGate/,bad
https://www-sbisec-co-jp.rephawaii.com/ETGate/,bad
https://www-sbisec-co-jp.keeyosmart.com/ETGate/,bad
https://metamaskrectify.com/,bad
https://strato-verifying.vercel.app/,bad
https://ipfs.io/ipfs/bafkreicflgfnx2rsbhcjx3tw3at3ttn53sd73sdd3t5aixe3yrbw4ttjka,bad
https://uat.zro.app/,bad
http://allegrolokalnie.pl-oferta671812.cfd/,bad
http://allegrolokalnie.pl-oferta859153.cfd,bad
https://webmail.135-235-136-235.cprapid.com/appsbill/signin,bad
https://webmail.135-235-136-235.cprapid.com/appsbill/signin?verify=pagesprocess_10770,bad
https://sdqgdggwedwqywyyq.weebly.com,bad
https://docs.google.com/presentation/d/e/2PACX-1vSbAN7GkovYrr_gUWbldMB_TTN7bLy3c7YUCyjTszHkW107Mpn3INs-9iArjFtJnoh6w32f11Py444a/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,bad
https://s.shzs9.com/,bad
https://s.shzs9.com/accounts/login/?aZ8Kp2WmR7xLqT1vYeCdOXhadvSEwCnQr5W2FZPuG6YtNBjxb9IqLR7colDM3f0mUsHi8p,bad
https://s.shzs9.com/Verify.html,bad
https://on.zro.app/,bad
http://bhd-card3.webcindario.com,bad
https://galicausuarios.shop/new/index.html,bad
https://attmanage.wixsite.com/my-site-1,bad
http://allegrolokalnie.pl-oferta671812.cfd,bad
https://inicio-webs.info/paci/es/persona.php,bad
https://98734afs5.cfd/pcifi/alert.php,bad
http://allegrolokalnie.pl-oferta92848.top,bad
https://allegrolokalnie.3123235324557.sbs/?id=mHCIABBK21Gaoah72c2iJo0ncfa0HG&frontend=AllegroLokalnie_Payment,bad
https://www.vvwwhomebancocuscatlanweb.online/,bad
http://allegrolokalnie.pl-oferta97438501.cfd/,bad
https://novobanco-pt.2fa-secure-3d.com/,bad
https://allegrolokalnie.pl-oferta92848.top/,bad
http://allegro-lokalnie.pl-oferta527121.icu/,bad
http://allegrolokalnie.pl-oferta75962103.cfd,bad
https://allegrolokalnie.pl-oferta75962103.cfd,bad
https://pacificweb.z13.web.core.windows.net/personal.html,bad
https://pay.cliquecursos.site/VroegN1n8y1GKwj,bad
https://pay.cliquecursos.site/YL9jZDWD7oO3p4q,bad
https://allegro-lokalnie.pl-oferta527121.icu/oferta/nowy-czarny-thermomix-tm6-gwarancja-65bb4b88,bad
https://37.35.109.208.host.secureserver.net/usuario/PDF_385751,bad
https://175.226.167.72.host.secureserver.net/,bad
https://pefjpyejysed.myfunnelish.com/glow-serum/lp-89723-1761404266251314,bad
https://viet16.chowpricings.shop/viet16.php?disp=concealedF_viet1610_27-10_02-00_540000&amp;idc=1&amp;email=abuse@att.net&amp;mode=resetPassword&amp;oobCode=CLHlWKZz_Eq2QV8OOuj_Aro45HJ4H7MerNtH0MvfdC0AAAGaI2gc-A&amp;apiKey=AIzaSyDTTuKer0wku83FRap4DHcYBq_POjA0wR0&amp;lang=en,bad
https://www.coursiers-exped-pickup.com/,bad
https://coursiers-exped-pickup.com/,bad
https://coursiers-exped-pickup.com/as.php,bad
"https://public-usa.mkt.dynamics.com/api/orgs/fc5cd87b-98ae-f011-8706-000d3a35771b/r/7DXidx9na0q4nmpY11MBAAEAAAA?msdynmkt_target=%7B%22TargetUrl%22:%22https%3A%2F%2Fpac-consultantsllc.com%2F239ca%22,%22RedirectOptions%22:%7B%225%22:null,%221%22:null%7D%7D&msdynmkt_digest=33aMpzH7lWilzWVof+deXFtEuQKLbXuJmd27OAyEc+E=&msdynmkt_secretVersion=a3955a744d9049f88dd8bdc1907bf2bf",bad
https://innterxs.life/breas/cray/persona.php,bad
http://allegrolokalnie.pl-oferta97438501.cfd,bad
https://allegrolokalnie.pl-oferta75962103.cfd/,bad
https://bds1-erd5iesila-rj.a.run.app/,bad
https://fr-prbs-transit.com/,bad
https://fr-prbs-transit.com/as.php,bad
https://successful-innovation-188014.framer.app/,bad
https://allegrolokalnie.oferty-kategoria-proponowane-dla-ciebie-rozne-21.sbs/oferta/kompresor-tokowy-adler-200l-sprawny-adccfe,bad
https://mytstores.com/,bad
https://produbeneficios.webcindario.com/,bad
https://produbanc0.webcindario.com/,bad
https://activacoomeva.webcindario.com/,bad
https://allegrolokalnie.pl-23480012.icu/konsola-nintendo-switch-2/98503,bad
https://relaymainnets.netlify.app/syncwallets,bad
https://zpgjwvwilosi.myfunnelish.com/glow-serum/lp-89723-1761406188683863,bad
http://allegrolokalnie.pl-oferta859153.cfd/,bad
https://allegrolokalnie.pl-oferta97438501.cfd/,bad
https://positivlog.com/indexx.html?eta=x@x.com,bad
https://aml-bestchange.sbs,bad
https://different-deck-107436.framer.app/,bad
https://aurieovwcxazeteranbvc.cfolks.pl/nc/ae/auth/log.php,bad
https://aurieovwcxazeteranbvc.cfolks.pl/nc/ae/,bad
https://dinersclub.blthc.com/ec/home.html,bad
https://dkb10.sviluppo.host/de/content/login.php,bad
https://aktualisieren.s-tan.icu/,bad
https://n9oxnpaiqinqtdcw8lfmced9kzikcjwu.jicega8059.workers.dev/,bad
https://ppt.cc/fQ4Bcx,bad
https://0.gravatar.com/avatar/c755ffd19ac2690ea5d2ab4170151cf31d2be85f65052b0ffb45e414442f27ea?s=96&amp;d=identicon&amp;r=G,bad
https://0.gravatar.com/avatar/c755ffd19ac2690ea5d2ab4170151cf31d2be85f65052b0ffb45e414442f27ea,bad
https://packet-app-fr.com/,bad
https://packet-app-fr.com/as.php,bad
https://interacty.me/projects/9915331d895e1169,bad
https://assets-usa.mkt.dynamics.com/380d520e-94a9-f011-8704-7ced8d3c9b01/digitalassets/standaloneforms/f77bcdf2-77aa-f011-bbd2-000d3a3673d8,bad
https://vjdepartmentresources.nap.com.de/wYmnI/,bad
https://rayon-inwallet.gitbook.io/usa/,bad
https://sso--m-uphold--com-cdn--auth.webflow.io/,bad
https://itrustceapitallogein.webflow.io/,bad
https://weborange.godaddysites.com/identifiez-vous,bad
https://site-rx5e2resl.godaddysites.com/,bad
https://letbe3.wixsite.com/my-site,bad
https://coastcentralcu.weebly.com/,bad
https://ch-saintgaudensfr.weebly.com/,bad
https://carmenquinancelar.wixsite.com/espana3,bad
https://abegabeg.weebly.com/,bad
https://bulky-footprint-883040.framer.app/,bad
https://healthy-emoji-407221.framer.app/,bad
https://41eewf.share-na2.hsforms.com/2FXVxBRljTxq8H8Hj0SCWXg,bad
https://easier-tenets-590284.framer.app/,bad
https://88.48.167.72.host.secureserver.net/956621487747/redacted_email,bad
https://sp910846.sitebeat.crazydomains.com/,bad
https://allegrolokalnie.pl-oferta859153.cfd/,bad
https://btwebmailteam2.glide.page/dl/af2ef1,bad
https://docs.google.com/presentation/d/e/2PACX-1vRnzZrr0Fmj0S1ScSZfka5b7RxImwsibe1ER5Yeg6FNOuZI9Hu8DKWcRon-X5_vrgf1c_DtkSFMH7Sr/pub?start=false&amp;loop=false&amp;delayms=3000,bad
https://docs.google.com/presentation/d/e/2PACX-1vRnzZrr0Fmj0S1ScSZfka5b7RxImwsibe1ER5Yeg6FNOuZI9Hu8DKWcRon-X5_vrgf1c_DtkSFMH7Sr/pub,bad
https://7sbgr.lat/w107y7re/8PSphv/8,bad
https://0lx.zam0wlenle73737.top/bvzwneug/bqerpaweb/31ACC77FA,bad
https://usc1.contabostorage.com/6b13d628e0454b80b24f473066003b8c:a6b4-b99f5960dcdf/index.html#redacted@abuse.ionos.com,bad
https://bishop-12655.bubbleapps.io/,bad
http://bishop-12655.bubbleapps.io/#redacted@abuse.ionos.com,bad
https://erreur-colis.net/,bad
https://erreur-colis.net/as.php,bad
https://gotoslcgcpi.cyou/ETGate/#/,bad
http://graces.airbridge.io/,bad
https://allegrolokalnie.pl-639491663.icu/konsola-xbox-series-x-2-tb-gal/26907,bad
https://allegrolokalnie.pl-639491663.icu/iphone-17-pro-256-gb-g%C5%82%C4%99binowy/10770,bad
https://viet8.chowpricings.shop/viet8?disp=enduF_viet814_25-10_03-00_5950000&idc=1&email=abuse@att.net&mode=resetPassword&oobCode=qIYiE89swnpHhNGyYnSEhFGpdV4jizb88Zs5B2Kls9QAAAGaGVK43g&apiKey=AIzaSyASbfwCWpFPUyg1sdoYiKcTW7RV_LGDdfw&lang=en,bad
https://absf4csecurity.co.za/LsdhsOP,bad
https://us16.campaign-archive.com/?u=c206d50269362aad89bfd5561&id=36f1187dd8,bad
https://updateemailll.framer.website/,bad
https://gerente.bia-avisa.click,bad
https://logisynce.info/,bad
https://www.logisynce.info/,bad
https://interacty.me/projects/e2cd23b2c706e1f1,bad
https://smbcmehelp.com,bad
https://www.smbs.verify.co.jp.index.003edc.help/ja/,bad
https://www.smbs.verify.co.jp.index.003edc.help/ja,bad
https://get-guide-exodss-wallet.pages.dev,bad
https://amiable-exceptions-297131.framer.app/,bad
